"","Scenario","Unit","Region","Variable","Year","Value"
"406","Current Measures","Megatonnes","Canada","Biomass",2019,0
"407","Global Net-zero","Megatonnes","Alberta","Biomass",2019,0
"408","Global Net-zero","Megatonnes","British Columbia","Biomass",2019,0
"409","Global Net-zero","Megatonnes","Manitoba","Biomass",2019,0
"410","Global Net-zero","Megatonnes","New Brunswick","Biomass",2019,0
"411","Global Net-zero","Megatonnes","Newfoundland and Labrador","Biomass",2019,0
"412","Global Net-zero","Megatonnes","Northwest Territories","Biomass",2019,0
"413","Global Net-zero","Megatonnes","Nova Scotia","Biomass",2019,0
"414","Global Net-zero","Megatonnes","Nunavut","Biomass",2019,0
"415","Global Net-zero","Megatonnes","Ontario","Biomass",2019,0
"416","Global Net-zero","Megatonnes","Prince Edward Island","Biomass",2019,0
"417","Global Net-zero","Megatonnes","Quebec","Biomass",2019,0
"418","Global Net-zero","Megatonnes","Saskatchewan","Biomass",2019,0
"419","Global Net-zero","Megatonnes","Yukon","Biomass",2019,0
"420","Global Net-zero","Megatonnes","Canada","Biomass",2019,0
"421","Canada Net-zero","Megatonnes","Alberta","Biomass",2020,0
"422","Canada Net-zero","Megatonnes","British Columbia","Biomass",2020,0
"423","Canada Net-zero","Megatonnes","Manitoba","Biomass",2020,0
"424","Canada Net-zero","Megatonnes","New Brunswick","Biomass",2020,0
"425","Canada Net-zero","Megatonnes","Newfoundland and Labrador","Biomass",2020,0
"426","Canada Net-zero","Megatonnes","Northwest Territories","Biomass",2020,0
"427","Canada Net-zero","Megatonnes","Nova Scotia","Biomass",2020,0
"428","Canada Net-zero","Megatonnes","Nunavut","Biomass",2020,0
"429","Canada Net-zero","Megatonnes","Ontario","Biomass",2020,0
"430","Canada Net-zero","Megatonnes","Prince Edward Island","Biomass",2020,0
"431","Canada Net-zero","Megatonnes","Quebec","Biomass",2020,0
"432","Canada Net-zero","Megatonnes","Saskatchewan","Biomass",2020,0
"433","Canada Net-zero","Megatonnes","Yukon","Biomass",2020,0
"434","Canada Net-zero","Megatonnes","Canada","Biomass",2020,0
"435","Current Measures","Megatonnes","Alberta","Biomass",2020,0
"436","Current Measures","Megatonnes","British Columbia","Biomass",2020,0
"437","Current Measures","Megatonnes","Manitoba","Biomass",2020,0
"438","Current Measures","Megatonnes","New Brunswick","Biomass",2020,0
"439","Current Measures","Megatonnes","Newfoundland and Labrador","Biomass",2020,0
"440","Current Measures","Megatonnes","Northwest Territories","Biomass",2020,0
"441","Current Measures","Megatonnes","Nova Scotia","Biomass",2020,0
"442","Current Measures","Megatonnes","Nunavut","Biomass",2020,0
"443","Current Measures","Megatonnes","Ontario","Biomass",2020,0
"444","Current Measures","Megatonnes","Prince Edward Island","Biomass",2020,0
"445","Current Measures","Megatonnes","Quebec","Biomass",2020,0
"446","Current Measures","Megatonnes","Saskatchewan","Biomass",2020,0
"447","Current Measures","Megatonnes","Yukon","Biomass",2020,0
"448","Current Measures","Megatonnes","Canada","Biomass",2020,0
"449","Global Net-zero","Megatonnes","Alberta","Biomass",2020,0
"450","Global Net-zero","Megatonnes","British Columbia","Biomass",2020,0
"451","Global Net-zero","Megatonnes","Manitoba","Biomass",2020,0
"452","Global Net-zero","Megatonnes","New Brunswick","Biomass",2020,0
"453","Global Net-zero","Megatonnes","Newfoundland and Labrador","Biomass",2020,0
"454","Global Net-zero","Megatonnes","Northwest Territories","Biomass",2020,0
"455","Global Net-zero","Megatonnes","Nova Scotia","Biomass",2020,0
"456","Global Net-zero","Megatonnes","Nunavut","Biomass",2020,0
"457","Global Net-zero","Megatonnes","Ontario","Biomass",2020,0
"458","Global Net-zero","Megatonnes","Prince Edward Island","Biomass",2020,0
"459","Global Net-zero","Megatonnes","Quebec","Biomass",2020,0
"460","Global Net-zero","Megatonnes","Saskatchewan","Biomass",2020,0
"461","Global Net-zero","Megatonnes","Yukon","Biomass",2020,0
"462","Global Net-zero","Megatonnes","Canada","Biomass",2020,0
"463","Canada Net-zero","Megatonnes","Alberta","Biomass",2021,0
"464","Canada Net-zero","Megatonnes","British Columbia","Biomass",2021,0
"465","Canada Net-zero","Megatonnes","Manitoba","Biomass",2021,0
"466","Canada Net-zero","Megatonnes","New Brunswick","Biomass",2021,0
"467","Canada Net-zero","Megatonnes","Newfoundland and Labrador","Biomass",2021,0
"468","Canada Net-zero","Megatonnes","Northwest Territories","Biomass",2021,0
"469","Canada Net-zero","Megatonnes","Nova Scotia","Biomass",2021,0
"470","Canada Net-zero","Megatonnes","Nunavut","Biomass",2021,0
"471","Canada Net-zero","Megatonnes","Ontario","Biomass",2021,0
"472","Canada Net-zero","Megatonnes","Prince Edward Island","Biomass",2021,0
"473","Canada Net-zero","Megatonnes","Quebec","Biomass",2021,1e-06
"474","Canada Net-zero","Megatonnes","Saskatchewan","Biomass",2021,0
"475","Canada Net-zero","Megatonnes","Yukon","Biomass",2021,0
"476","Canada Net-zero","Megatonnes","Canada","Biomass",2021,1e-06
"477","Current Measures","Megatonnes","Alberta","Biomass",2021,0
"478","Current Measures","Megatonnes","British Columbia","Biomass",2021,0.000107
"479","Current Measures","Megatonnes","Manitoba","Biomass",2021,0
"480","Current Measures","Megatonnes","New Brunswick","Biomass",2021,0
"481","Current Measures","Megatonnes","Newfoundland and Labrador","Biomass",2021,0
"482","Current Measures","Megatonnes","Northwest Territories","Biomass",2021,0
"483","Current Measures","Megatonnes","Nova Scotia","Biomass",2021,0
"484","Current Measures","Megatonnes","Nunavut","Biomass",2021,0
"485","Current Measures","Megatonnes","Ontario","Biomass",2021,0
"486","Current Measures","Megatonnes","Prince Edward Island","Biomass",2021,0
"487","Current Measures","Megatonnes","Quebec","Biomass",2021,6.3e-05
"488","Current Measures","Megatonnes","Saskatchewan","Biomass",2021,5.6e-05
"489","Current Measures","Megatonnes","Yukon","Biomass",2021,0
"490","Current Measures","Megatonnes","Canada","Biomass",2021,0.000226
"491","Global Net-zero","Megatonnes","Alberta","Biomass",2021,0
"492","Global Net-zero","Megatonnes","British Columbia","Biomass",2021,0
"493","Global Net-zero","Megatonnes","Manitoba","Biomass",2021,0
"494","Global Net-zero","Megatonnes","New Brunswick","Biomass",2021,0
"495","Global Net-zero","Megatonnes","Newfoundland and Labrador","Biomass",2021,0
"496","Global Net-zero","Megatonnes","Northwest Territories","Biomass",2021,0
"497","Global Net-zero","Megatonnes","Nova Scotia","Biomass",2021,0
"498","Global Net-zero","Megatonnes","Nunavut","Biomass",2021,0
"499","Global Net-zero","Megatonnes","Ontario","Biomass",2021,0
"500","Global Net-zero","Megatonnes","Prince Edward Island","Biomass",2021,0
"501","Global Net-zero","Megatonnes","Quebec","Biomass",2021,1e-06
"502","Global Net-zero","Megatonnes","Saskatchewan","Biomass",2021,0
"503","Global Net-zero","Megatonnes","Yukon","Biomass",2021,0
"504","Global Net-zero","Megatonnes","Canada","Biomass",2021,1e-06
"505","Canada Net-zero","Megatonnes","Alberta","Biomass",2022,0
"506","Canada Net-zero","Megatonnes","British Columbia","Biomass",2022,0
"507","Canada Net-zero","Megatonnes","Manitoba","Biomass",2022,0
"508","Canada Net-zero","Megatonnes","New Brunswick","Biomass",2022,0
"509","Canada Net-zero","Megatonnes","Newfoundland and Labrador","Biomass",2022,0
"510","Canada Net-zero","Megatonnes","Northwest Territories","Biomass",2022,0
"511","Canada Net-zero","Megatonnes","Nova Scotia","Biomass",2022,0
"512","Canada Net-zero","Megatonnes","Nunavut","Biomass",2022,0
"513","Canada Net-zero","Megatonnes","Ontario","Biomass",2022,0
"514","Canada Net-zero","Megatonnes","Prince Edward Island","Biomass",2022,0
"515","Canada Net-zero","Megatonnes","Quebec","Biomass",2022,2e-06
"516","Canada Net-zero","Megatonnes","Saskatchewan","Biomass",2022,0
"517","Canada Net-zero","Megatonnes","Yukon","Biomass",2022,0
"518","Canada Net-zero","Megatonnes","Canada","Biomass",2022,2e-06
"519","Current Measures","Megatonnes","Alberta","Biomass",2022,0
"520","Current Measures","Megatonnes","British Columbia","Biomass",2022,0.000166
"521","Current Measures","Megatonnes","Manitoba","Biomass",2022,0
"522","Current Measures","Megatonnes","New Brunswick","Biomass",2022,0
"523","Current Measures","Megatonnes","Newfoundland and Labrador","Biomass",2022,0
"524","Current Measures","Megatonnes","Northwest Territories","Biomass",2022,0
"525","Current Measures","Megatonnes","Nova Scotia","Biomass",2022,0
"526","Current Measures","Megatonnes","Nunavut","Biomass",2022,0
"527","Current Measures","Megatonnes","Ontario","Biomass",2022,0
"528","Current Measures","Megatonnes","Prince Edward Island","Biomass",2022,0
"529","Current Measures","Megatonnes","Quebec","Biomass",2022,9.5e-05
"530","Current Measures","Megatonnes","Saskatchewan","Biomass",2022,9.6e-05
"531","Current Measures","Megatonnes","Yukon","Biomass",2022,0
"532","Current Measures","Megatonnes","Canada","Biomass",2022,0.000357
"533","Global Net-zero","Megatonnes","Alberta","Biomass",2022,0
"534","Global Net-zero","Megatonnes","British Columbia","Biomass",2022,0
"535","Global Net-zero","Megatonnes","Manitoba","Biomass",2022,0
"536","Global Net-zero","Megatonnes","New Brunswick","Biomass",2022,0
"537","Global Net-zero","Megatonnes","Newfoundland and Labrador","Biomass",2022,0
"538","Global Net-zero","Megatonnes","Northwest Territories","Biomass",2022,0
"539","Global Net-zero","Megatonnes","Nova Scotia","Biomass",2022,0
"540","Global Net-zero","Megatonnes","Nunavut","Biomass",2022,0
"541","Global Net-zero","Megatonnes","Ontario","Biomass",2022,0
"542","Global Net-zero","Megatonnes","Prince Edward Island","Biomass",2022,0
"543","Global Net-zero","Megatonnes","Quebec","Biomass",2022,2e-06
"544","Global Net-zero","Megatonnes","Saskatchewan","Biomass",2022,0
"545","Global Net-zero","Megatonnes","Yukon","Biomass",2022,0
"546","Global Net-zero","Megatonnes","Canada","Biomass",2022,2e-06
"547","Canada Net-zero","Megatonnes","Alberta","Biomass",2023,0
"548","Canada Net-zero","Megatonnes","British Columbia","Biomass",2023,0.000121
"549","Canada Net-zero","Megatonnes","Manitoba","Biomass",2023,0
"550","Canada Net-zero","Megatonnes","New Brunswick","Biomass",2023,0
"551","Canada Net-zero","Megatonnes","Newfoundland and Labrador","Biomass",2023,0
"552","Canada Net-zero","Megatonnes","Northwest Territories","Biomass",2023,0
"553","Canada Net-zero","Megatonnes","Nova Scotia","Biomass",2023,0
"554","Canada Net-zero","Megatonnes","Nunavut","Biomass",2023,0
"555","Canada Net-zero","Megatonnes","Ontario","Biomass",2023,0
"556","Canada Net-zero","Megatonnes","Prince Edward Island","Biomass",2023,0
"557","Canada Net-zero","Megatonnes","Quebec","Biomass",2023,0.000184
"558","Canada Net-zero","Megatonnes","Saskatchewan","Biomass",2023,0.000103
"559","Canada Net-zero","Megatonnes","Yukon","Biomass",2023,0
"560","Canada Net-zero","Megatonnes","Canada","Biomass",2023,0.000408
"561","Current Measures","Megatonnes","Alberta","Biomass",2023,0
"562","Current Measures","Megatonnes","British Columbia","Biomass",2023,0.000193
"563","Current Measures","Megatonnes","Manitoba","Biomass",2023,0
"564","Current Measures","Megatonnes","New Brunswick","Biomass",2023,0
"565","Current Measures","Megatonnes","Newfoundland and Labrador","Biomass",2023,0
"566","Current Measures","Megatonnes","Northwest Territories","Biomass",2023,0
"567","Current Measures","Megatonnes","Nova Scotia","Biomass",2023,0
"568","Current Measures","Megatonnes","Nunavut","Biomass",2023,0
"569","Current Measures","Megatonnes","Ontario","Biomass",2023,0
"570","Current Measures","Megatonnes","Prince Edward Island","Biomass",2023,0
"571","Current Measures","Megatonnes","Quebec","Biomass",2023,0.000107
"572","Current Measures","Megatonnes","Saskatchewan","Biomass",2023,0.000104
"573","Current Measures","Megatonnes","Yukon","Biomass",2023,0
"574","Current Measures","Megatonnes","Canada","Biomass",2023,0.000404
"575","Global Net-zero","Megatonnes","Alberta","Biomass",2023,0
"576","Global Net-zero","Megatonnes","British Columbia","Biomass",2023,0.000118
"577","Global Net-zero","Megatonnes","Manitoba","Biomass",2023,0
"578","Global Net-zero","Megatonnes","New Brunswick","Biomass",2023,0
"579","Global Net-zero","Megatonnes","Newfoundland and Labrador","Biomass",2023,0
"580","Global Net-zero","Megatonnes","Northwest Territories","Biomass",2023,0
"581","Global Net-zero","Megatonnes","Nova Scotia","Biomass",2023,0
"582","Global Net-zero","Megatonnes","Nunavut","Biomass",2023,0
"583","Global Net-zero","Megatonnes","Ontario","Biomass",2023,0
"584","Global Net-zero","Megatonnes","Prince Edward Island","Biomass",2023,0
"585","Global Net-zero","Megatonnes","Quebec","Biomass",2023,0.000182
"586","Global Net-zero","Megatonnes","Saskatchewan","Biomass",2023,0.000101
"587","Global Net-zero","Megatonnes","Yukon","Biomass",2023,0
"588","Global Net-zero","Megatonnes","Canada","Biomass",2023,0.000401
"589","Canada Net-zero","Megatonnes","Alberta","Biomass",2024,0
"590","Canada Net-zero","Megatonnes","British Columbia","Biomass",2024,0.000394
"591","Canada Net-zero","Megatonnes","Manitoba","Biomass",2024,0
"592","Canada Net-zero","Megatonnes","New Brunswick","Biomass",2024,0
"593","Canada Net-zero","Megatonnes","Newfoundland and Labrador","Biomass",2024,0
"594","Canada Net-zero","Megatonnes","Northwest Territories","Biomass",2024,0
"595","Canada Net-zero","Megatonnes","Nova Scotia","Biomass",2024,0
"596","Canada Net-zero","Megatonnes","Nunavut","Biomass",2024,0
"597","Canada Net-zero","Megatonnes","Ontario","Biomass",2024,0
"598","Canada Net-zero","Megatonnes","Prince Edward Island","Biomass",2024,0
"599","Canada Net-zero","Megatonnes","Quebec","Biomass",2024,0.002122
"600","Canada Net-zero","Megatonnes","Saskatchewan","Biomass",2024,0.000376
"601","Canada Net-zero","Megatonnes","Yukon","Biomass",2024,0
"602","Canada Net-zero","Megatonnes","Canada","Biomass",2024,0.002892
"603","Current Measures","Megatonnes","Alberta","Biomass",2024,0
"604","Current Measures","Megatonnes","British Columbia","Biomass",2024,0.000206
"605","Current Measures","Megatonnes","Manitoba","Biomass",2024,0
"606","Current Measures","Megatonnes","New Brunswick","Biomass",2024,0
"607","Current Measures","Megatonnes","Newfoundland and Labrador","Biomass",2024,0
"608","Current Measures","Megatonnes","Northwest Territories","Biomass",2024,0
"609","Current Measures","Megatonnes","Nova Scotia","Biomass",2024,0
"610","Current Measures","Megatonnes","Nunavut","Biomass",2024,0
"611","Current Measures","Megatonnes","Ontario","Biomass",2024,0
"612","Current Measures","Megatonnes","Prince Edward Island","Biomass",2024,0
"613","Current Measures","Megatonnes","Quebec","Biomass",2024,0.001722
"614","Current Measures","Megatonnes","Saskatchewan","Biomass",2024,0.000112
"615","Current Measures","Megatonnes","Yukon","Biomass",2024,0
"616","Current Measures","Megatonnes","Canada","Biomass",2024,0.002039
"617","Global Net-zero","Megatonnes","Alberta","Biomass",2024,0
"618","Global Net-zero","Megatonnes","British Columbia","Biomass",2024,0.000385
"619","Global Net-zero","Megatonnes","Manitoba","Biomass",2024,0
"620","Global Net-zero","Megatonnes","New Brunswick","Biomass",2024,0
"621","Global Net-zero","Megatonnes","Newfoundland and Labrador","Biomass",2024,0
"622","Global Net-zero","Megatonnes","Northwest Territories","Biomass",2024,0
"623","Global Net-zero","Megatonnes","Nova Scotia","Biomass",2024,0
"624","Global Net-zero","Megatonnes","Nunavut","Biomass",2024,0
"625","Global Net-zero","Megatonnes","Ontario","Biomass",2024,0
"626","Global Net-zero","Megatonnes","Prince Edward Island","Biomass",2024,0
"627","Global Net-zero","Megatonnes","Quebec","Biomass",2024,0.002102
"628","Global Net-zero","Megatonnes","Saskatchewan","Biomass",2024,0.000368
"629","Global Net-zero","Megatonnes","Yukon","Biomass",2024,0
"630","Global Net-zero","Megatonnes","Canada","Biomass",2024,0.002855
"631","Canada Net-zero","Megatonnes","Alberta","Biomass",2025,0
"632","Canada Net-zero","Megatonnes","British Columbia","Biomass",2025,0.000788
"633","Canada Net-zero","Megatonnes","Manitoba","Biomass",2025,0
"634","Canada Net-zero","Megatonnes","New Brunswick","Biomass",2025,0
"635","Canada Net-zero","Megatonnes","Newfoundland and Labrador","Biomass",2025,0
"636","Canada Net-zero","Megatonnes","Northwest Territories","Biomass",2025,0
"637","Canada Net-zero","Megatonnes","Nova Scotia","Biomass",2025,0
"638","Canada Net-zero","Megatonnes","Nunavut","Biomass",2025,0
"639","Canada Net-zero","Megatonnes","Ontario","Biomass",2025,0
"640","Canada Net-zero","Megatonnes","Prince Edward Island","Biomass",2025,0
"641","Canada Net-zero","Megatonnes","Quebec","Biomass",2025,0.005285
"642","Canada Net-zero","Megatonnes","Saskatchewan","Biomass",2025,0.000762
"643","Canada Net-zero","Megatonnes","Yukon","Biomass",2025,0
"644","Canada Net-zero","Megatonnes","Canada","Biomass",2025,0.006834
"645","Current Measures","Megatonnes","Alberta","Biomass",2025,0
"646","Current Measures","Megatonnes","British Columbia","Biomass",2025,0.000214
"647","Current Measures","Megatonnes","Manitoba","Biomass",2025,0
"648","Current Measures","Megatonnes","New Brunswick","Biomass",2025,0
"649","Current Measures","Megatonnes","Newfoundland and Labrador","Biomass",2025,0
